locus_tag	ftype	length_bp	gene	EC_number	COG	product
BPPMDLJL_00463	CDS	10695				hypothetical protein
BPPMDLJL_00464	CDS	23241	fadA_2	2.3.1.16		3-ketoacyl-CoA thiolase
BPPMDLJL_00465	CDS	246				hypothetical protein
BPPMDLJL_00466	CDS	1035				hypothetical protein
BPPMDLJL_00467	CDS	1254	ldtB_1	2.3.2.-	COG1376	L,D-transpeptidase 2
BPPMDLJL_00468	CDS	498				hypothetical protein
BPPMDLJL_00469	CDS	639			COG2826	IS30 family transposase ISPfr9
BPPMDLJL_00470	CDS	273				hypothetical protein
BPPMDLJL_00471	CDS	300				hypothetical protein
BPPMDLJL_00472	CDS	180				hypothetical protein
BPPMDLJL_00473	CDS	939	sigJ_1			ECF RNA polymerase sigma factor SigJ
BPPMDLJL_00474	CDS	1191	yjlD	1.6.99.-	COG1252	NADH dehydrogenase-like protein YjlD
BPPMDLJL_00475	CDS	372				hypothetical protein
BPPMDLJL_00476	CDS	336				hypothetical protein
BPPMDLJL_00477	CDS	450				hypothetical protein
BPPMDLJL_00478	CDS	879				hypothetical protein
BPPMDLJL_00479	CDS	618				hypothetical protein
BPPMDLJL_00480	CDS	804	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BPPMDLJL_00481	CDS	660	betI_1			HTH-type transcriptional regulator BetI
BPPMDLJL_00482	CDS	1224				hypothetical protein
BPPMDLJL_00483	CDS	1863				hypothetical protein
BPPMDLJL_00484	CDS	315				hypothetical protein
BPPMDLJL_00485	CDS	699				hypothetical protein
BPPMDLJL_00486	CDS	474				hypothetical protein
BPPMDLJL_00487	CDS	2427				hypothetical protein
BPPMDLJL_00488	CDS	1101				hypothetical protein
BPPMDLJL_00489	CDS	579				hypothetical protein
BPPMDLJL_00490	CDS	387				hypothetical protein
BPPMDLJL_00491	CDS	369				hypothetical protein
BPPMDLJL_00492	CDS	1017	rpoA_1	2.7.7.6		DNA-directed RNA polymerase subunit alpha
BPPMDLJL_00493	CDS	978				hypothetical protein
BPPMDLJL_00494	CDS	306				hypothetical protein
BPPMDLJL_00495	CDS	177				hypothetical protein
BPPMDLJL_00496	CDS	2463				hypothetical protein
BPPMDLJL_00497	CDS	282				Tn3 family transposase ISXc4
BPPMDLJL_00498	CDS	165				hypothetical protein
BPPMDLJL_00499	CDS	618				hypothetical protein
BPPMDLJL_00500	CDS	405				hypothetical protein
BPPMDLJL_00501	CDS	903				hypothetical protein
BPPMDLJL_00502	CDS	369	rsbV_2		COG1366	Anti-sigma-B factor antagonist
BPPMDLJL_00503	CDS	381				hypothetical protein
BPPMDLJL_00504	CDS	1149				hypothetical protein
BPPMDLJL_00505	CDS	513				hypothetical protein
BPPMDLJL_00506	CDS	426				hypothetical protein
BPPMDLJL_00507	CDS	1668				hypothetical protein
BPPMDLJL_00508	CDS	120				hypothetical protein
BPPMDLJL_00509	CDS	681				hypothetical protein
BPPMDLJL_00510	CDS	435				18 kDa heat shock protein
BPPMDLJL_00511	CDS	396				hypothetical protein
BPPMDLJL_00512	CDS	429				hypothetical protein
BPPMDLJL_00513	CDS	315				hypothetical protein
BPPMDLJL_00514	CDS	147				hypothetical protein
BPPMDLJL_00515	CDS	297				hypothetical protein
BPPMDLJL_00516	CDS	498				hypothetical protein
BPPMDLJL_00517	tRNA	88				tRNA-Leu(caa)
BPPMDLJL_00518	CDS	522				hypothetical protein
BPPMDLJL_00519	CDS	297				hypothetical protein
BPPMDLJL_00520	CDS	672				hypothetical protein
BPPMDLJL_00521	CDS	120				hypothetical protein
BPPMDLJL_00522	CDS	1206				hypothetical protein
BPPMDLJL_00523	CDS	480				hypothetical protein
BPPMDLJL_00524	CDS	567	yyaP_1		COG0262	putative protein YyaP
BPPMDLJL_00525	CDS	273				hypothetical protein
BPPMDLJL_00526	CDS	126				hypothetical protein
BPPMDLJL_00527	CDS	855		2.1.1.-		Putative S-adenosyl-L-methionine-dependent methyltransferase
BPPMDLJL_00528	CDS	147				hypothetical protein
BPPMDLJL_00529	CDS	441				hypothetical protein
BPPMDLJL_00530	CDS	147				hypothetical protein
BPPMDLJL_00531	CDS	258				hypothetical protein
BPPMDLJL_00532	CDS	318				hypothetical protein
BPPMDLJL_00533	CDS	600				hypothetical protein
BPPMDLJL_00534	CDS	336				hypothetical protein
BPPMDLJL_00535	CDS	324				hypothetical protein
BPPMDLJL_00536	CDS	135				hypothetical protein
BPPMDLJL_00537	CDS	762	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
BPPMDLJL_00538	CDS	228				hypothetical protein
BPPMDLJL_00539	CDS	282				hypothetical protein
BPPMDLJL_00540	CDS	684				hypothetical protein
BPPMDLJL_00541	CDS	720				hypothetical protein
BPPMDLJL_00542	CDS	822				hypothetical protein
BPPMDLJL_00543	CDS	387				hypothetical protein
BPPMDLJL_00544	CDS	834	echA8	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
BPPMDLJL_00545	CDS	117				hypothetical protein
BPPMDLJL_00546	CDS	336				hypothetical protein
BPPMDLJL_00547	CDS	177				hypothetical protein
BPPMDLJL_00548	CDS	816				hypothetical protein
BPPMDLJL_00549	CDS	420				hypothetical protein
BPPMDLJL_00550	CDS	225	xerC_6			Tyrosine recombinase XerC
BPPMDLJL_00551	CDS	483				hypothetical protein
BPPMDLJL_00552	CDS	648				hypothetical protein
BPPMDLJL_00553	CDS	264				hypothetical protein
BPPMDLJL_00554	CDS	858				hypothetical protein
BPPMDLJL_00555	CDS	333				hypothetical protein
BPPMDLJL_00556	CDS	378				hypothetical protein
BPPMDLJL_00557	CDS	96				hypothetical protein
BPPMDLJL_00558	CDS	276				hypothetical protein
BPPMDLJL_00559	CDS	1014	infA_1			Translation initiation factor IF-1
BPPMDLJL_00560	CDS	630				hypothetical protein
BPPMDLJL_00561	CDS	813				hypothetical protein
BPPMDLJL_00562	CDS	531				hypothetical protein
BPPMDLJL_00563	CDS	321				hypothetical protein
BPPMDLJL_00564	CDS	1056				hypothetical protein
BPPMDLJL_00565	CDS	579				hypothetical protein
BPPMDLJL_00566	CDS	366				hypothetical protein
BPPMDLJL_00567	CDS	171				hypothetical protein
BPPMDLJL_00568	CDS	1050				hypothetical protein
BPPMDLJL_00569	CDS	801	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
BPPMDLJL_00570	CDS	948	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
BPPMDLJL_00571	CDS	477				hypothetical protein
BPPMDLJL_00572	CDS	471	iorA	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
BPPMDLJL_00573	CDS	2106	iorB	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
BPPMDLJL_00574	CDS	558				hypothetical protein
BPPMDLJL_00575	CDS	153				hypothetical protein
BPPMDLJL_00576	CDS	930		3.5.1.29		2-(acetamidomethylene)succinate hydrolase
BPPMDLJL_00577	CDS	648				hypothetical protein
BPPMDLJL_00578	CDS	732				hypothetical protein
BPPMDLJL_00579	CDS	210				hypothetical protein
BPPMDLJL_00580	CDS	207				hypothetical protein
BPPMDLJL_00581	CDS	1086				hypothetical protein
BPPMDLJL_00582	CDS	738	cdh	3.6.1.26		CDP-diacylglycerol pyrophosphatase
BPPMDLJL_00583	CDS	453				hypothetical protein
BPPMDLJL_00584	CDS	426				hypothetical protein
BPPMDLJL_00585	CDS	441	mca_1	3.5.1.115	COG2120	Mycothiol S-conjugate amidase
BPPMDLJL_00586	CDS	507	sigE_1		COG1595	ECF RNA polymerase sigma factor SigE
BPPMDLJL_00587	CDS	819				hypothetical protein
BPPMDLJL_00588	CDS	834	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BPPMDLJL_00589	CDS	1395				hypothetical protein
BPPMDLJL_00590	CDS	576				hypothetical protein
BPPMDLJL_00591	CDS	375				hypothetical protein
BPPMDLJL_00592	CDS	738				hypothetical protein
BPPMDLJL_00593	CDS	333				hypothetical protein
BPPMDLJL_00594	CDS	291				hypothetical protein
BPPMDLJL_00595	CDS	906	cobB_1	2.3.1.286	COG0846	NAD-dependent protein deacetylase
BPPMDLJL_00596	CDS	585				hypothetical protein
BPPMDLJL_00597	CDS	1317				hypothetical protein
BPPMDLJL_00598	CDS	408	adhR		COG0789	HTH-type transcriptional regulator AdhR
BPPMDLJL_00599	CDS	834	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
BPPMDLJL_00600	CDS	870				hypothetical protein
BPPMDLJL_00601	CDS	114				hypothetical protein
BPPMDLJL_00602	CDS	864	folD_1		COG0190	Bifunctional protein FolD protein
BPPMDLJL_00603	CDS	1083				hypothetical protein
BPPMDLJL_00604	CDS	228				hypothetical protein
BPPMDLJL_00605	CDS	678	ribA_1	3.5.4.25	COG0807	GTP cyclohydrolase-2
BPPMDLJL_00606	CDS	1047	tdh_1	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
BPPMDLJL_00607	CDS	1089				hypothetical protein
BPPMDLJL_00608	CDS	1170				hypothetical protein
BPPMDLJL_00609	CDS	1329	dyp2	1.11.1.16		Multifunctional dye peroxidase DyP2
BPPMDLJL_00610	CDS	630				hypothetical protein
BPPMDLJL_00611	CDS	588				hypothetical protein
BPPMDLJL_00612	CDS	1512	efpA_1			putative MFS-type transporter EfpA
BPPMDLJL_00613	CDS	630				hypothetical protein
BPPMDLJL_00614	CDS	1023	cytR_1		COG1609	HTH-type transcriptional repressor CytR
BPPMDLJL_00615	CDS	1128				hypothetical protein
BPPMDLJL_00616	CDS	402				hypothetical protein
BPPMDLJL_00617	CDS	2226				hypothetical protein
BPPMDLJL_00618	CDS	462				hypothetical protein
BPPMDLJL_00619	CDS	1146	nixA_1		COG3376	Nickel transporter NixA
BPPMDLJL_00620	CDS	624	rutE_1	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
BPPMDLJL_00621	CDS	2019	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
BPPMDLJL_00622	CDS	1584	tsdB	1.14.13.220	COG0654	putative NADH-specific resorcinol 4-hydroxylase
BPPMDLJL_00623	CDS	939				hypothetical protein
BPPMDLJL_00624	CDS	1146				hypothetical protein
BPPMDLJL_00625	CDS	636				hypothetical protein
BPPMDLJL_00626	CDS	336				hypothetical protein
BPPMDLJL_00627	CDS	1119				hypothetical protein
BPPMDLJL_00628	CDS	456				hypothetical protein
BPPMDLJL_00629	CDS	723				hypothetical protein
BPPMDLJL_00630	CDS	423	ssgB_1			Sporulation-specific cell division protein SsgB
BPPMDLJL_00631	CDS	705				hypothetical protein
BPPMDLJL_00632	CDS	534				hypothetical protein
BPPMDLJL_00633	CDS	855				hypothetical protein
BPPMDLJL_00634	CDS	249				hypothetical protein
BPPMDLJL_00635	CDS	273				hypothetical protein
BPPMDLJL_00636	CDS	1047	tdh_2	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
BPPMDLJL_00637	CDS	3222			COG0369	Bifunctional cytochrome P450/NADPH--P450 reductase
BPPMDLJL_00638	CDS	873				hypothetical protein
BPPMDLJL_00639	CDS	582				hypothetical protein
BPPMDLJL_00640	CDS	753				hypothetical protein
BPPMDLJL_00641	CDS	183				hypothetical protein
BPPMDLJL_00642	CDS	753				hypothetical protein
BPPMDLJL_00643	CDS	330				hypothetical protein
BPPMDLJL_00644	CDS	420	ssgB_2			Sporulation-specific cell division protein SsgB
BPPMDLJL_00645	CDS	255				hypothetical protein
BPPMDLJL_00646	CDS	210				hypothetical protein
BPPMDLJL_00647	CDS	1365	ddmA1_1	1.18.1.3		Dicamba O-demethylase 1, ferredoxin reductase component
BPPMDLJL_00648	CDS	1200		1.14.-.-	COG2124	Cytochrome P450 107B1
BPPMDLJL_00649	CDS	630				hypothetical protein
BPPMDLJL_00650	CDS	2463				hypothetical protein
BPPMDLJL_00651	CDS	2430				hypothetical protein
BPPMDLJL_00652	CDS	447	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
BPPMDLJL_00653	CDS	819	rutA	1.14.99.46		Pyrimidine monooxygenase RutA
BPPMDLJL_00654	CDS	438	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
BPPMDLJL_00655	CDS	411				hypothetical protein
BPPMDLJL_00656	CDS	288				hypothetical protein
BPPMDLJL_00657	CDS	816				hypothetical protein
BPPMDLJL_00658	CDS	450	gvpA_1			Gas vesicle structural protein
BPPMDLJL_00659	CDS	225				hypothetical protein
BPPMDLJL_00660	CDS	252				hypothetical protein
BPPMDLJL_00661	CDS	723				hypothetical protein
BPPMDLJL_00662	CDS	450	gvpA_2			Gas vesicle structural protein
BPPMDLJL_00663	CDS	228				hypothetical protein
BPPMDLJL_00664	CDS	807	fecE		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
BPPMDLJL_00665	CDS	975	hmuU		COG0609	Hemin transport system permease protein HmuU
BPPMDLJL_00666	CDS	1044				hypothetical protein
BPPMDLJL_00667	CDS	4344	dltA_1	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
BPPMDLJL_00668	CDS	258	dhbB	3.3.2.1	COG1535	Isochorismatase
BPPMDLJL_00669	CDS	1563		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
BPPMDLJL_00670	CDS	519				putative protein
BPPMDLJL_00671	CDS	891		1.-.-.-	COG2175	Putative dioxygenase
BPPMDLJL_00672	CDS	240	acpP_1			Acyl carrier protein
BPPMDLJL_00673	CDS	1071	fabH_1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
BPPMDLJL_00674	CDS	1407	efpA_2			putative MFS-type transporter EfpA
BPPMDLJL_00675	CDS	753				hypothetical protein
BPPMDLJL_00676	CDS	657				hypothetical protein
BPPMDLJL_00677	CDS	504				hypothetical protein
BPPMDLJL_00678	CDS	135				hypothetical protein
BPPMDLJL_00679	CDS	654	sigC_1		COG1595	ECF RNA polymerase sigma factor SigC
BPPMDLJL_00680	CDS	678				hypothetical protein
BPPMDLJL_00681	CDS	522				hypothetical protein
BPPMDLJL_00682	CDS	2256	ctpA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
BPPMDLJL_00683	CDS	237				hypothetical protein
BPPMDLJL_00684	CDS	231				hypothetical protein
BPPMDLJL_00685	CDS	834		3.-.-.-		putative hydrolase
BPPMDLJL_00686	CDS	498				hypothetical protein
BPPMDLJL_00687	CDS	342				hypothetical protein
BPPMDLJL_00688	CDS	285				hypothetical protein
BPPMDLJL_00689	CDS	567				hypothetical protein
BPPMDLJL_00690	CDS	912	cmpR			HTH-type transcriptional activator CmpR
BPPMDLJL_00691	CDS	621	yjhP			putative protein YjhP
BPPMDLJL_00692	CDS	1476				hypothetical protein
BPPMDLJL_00693	CDS	1611				hypothetical protein
BPPMDLJL_00694	CDS	354				hypothetical protein
BPPMDLJL_00695	CDS	990	degA_1		COG1609	HTH-type transcriptional regulator DegA
BPPMDLJL_00696	CDS	270				hypothetical protein
BPPMDLJL_00697	CDS	516				hypothetical protein
BPPMDLJL_00698	CDS	246				hypothetical protein
BPPMDLJL_00699	CDS	465				hypothetical protein
BPPMDLJL_00700	CDS	108				hypothetical protein
BPPMDLJL_00701	CDS	1065				IS110 family transposase ISEc21
BPPMDLJL_00702	CDS	840	fadJ_1	5.1.2.3		Fatty acid oxidation complex subunit alpha
BPPMDLJL_00703	CDS	609				hypothetical protein
BPPMDLJL_00704	CDS	288				hypothetical protein
BPPMDLJL_00705	CDS	954				hypothetical protein
BPPMDLJL_00706	CDS	105				hypothetical protein
BPPMDLJL_00707	CDS	465	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
BPPMDLJL_00708	CDS	303				hypothetical protein
BPPMDLJL_00709	CDS	519				hypothetical protein
BPPMDLJL_00710	CDS	240				hypothetical protein
BPPMDLJL_00711	CDS	3234				hypothetical protein
BPPMDLJL_00712	CDS	453				hypothetical protein
BPPMDLJL_00713	CDS	411				hypothetical protein
BPPMDLJL_00714	CDS	180				hypothetical protein
BPPMDLJL_00715	CDS	636	prrB	2.7.13.3	COG0642	Sensor-type histidine kinase PrrB
BPPMDLJL_00716	CDS	756				hypothetical protein
BPPMDLJL_00717	CDS	687	prrA			Transcriptional regulatory protein PrrA
BPPMDLJL_00718	CDS	621				hypothetical protein
BPPMDLJL_00719	CDS	888	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
BPPMDLJL_00720	CDS	468	thpR_1	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
BPPMDLJL_00721	CDS	1260	fsr			Fosmidomycin resistance protein
BPPMDLJL_00722	CDS	744	nimR			HTH-type transcriptional regulator NimR
BPPMDLJL_00723	CDS	996	yhdN_1	1.1.1.-	COG0667	Aldo-keto reductase YhdN
BPPMDLJL_00724	CDS	861				hypothetical protein
BPPMDLJL_00725	CDS	360				hypothetical protein
BPPMDLJL_00726	CDS	249				hypothetical protein
BPPMDLJL_00727	CDS	390				hypothetical protein
BPPMDLJL_00728	CDS	1431				hypothetical protein
BPPMDLJL_00729	CDS	909	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
BPPMDLJL_00730	CDS	594				hypothetical protein
BPPMDLJL_00731	CDS	396				hypothetical protein
BPPMDLJL_00732	CDS	375				hypothetical protein
BPPMDLJL_00733	CDS	915	sigJ_2			ECF RNA polymerase sigma factor SigJ
BPPMDLJL_00734	CDS	777	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
BPPMDLJL_00735	CDS	846		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
BPPMDLJL_00736	CDS	156				hypothetical protein
BPPMDLJL_00737	CDS	1473	lpdG	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
BPPMDLJL_00738	CDS	471				hypothetical protein
BPPMDLJL_00739	CDS	591				hypothetical protein
BPPMDLJL_00740	CDS	1236				IS701 family transposase ISSav2
BPPMDLJL_00741	CDS	405				hypothetical protein
BPPMDLJL_00742	CDS	300				hypothetical protein
BPPMDLJL_00743	CDS	804				hypothetical protein
BPPMDLJL_00744	CDS	195				hypothetical protein
BPPMDLJL_00745	CDS	1011		1.3.1.103		2-haloacrylate reductase
BPPMDLJL_00746	CDS	882	garR_1	1.1.1.60		2-hydroxy-3-oxopropionate reductase
BPPMDLJL_00747	CDS	363				hypothetical protein
BPPMDLJL_00748	CDS	216				hypothetical protein
BPPMDLJL_00749	CDS	519				hypothetical protein
BPPMDLJL_00750	CDS	747				hypothetical protein
BPPMDLJL_00751	CDS	282			COG3039	IS5 family transposase ISBcen20
BPPMDLJL_00752	CDS	177				hypothetical protein
BPPMDLJL_00753	CDS	300			COG3039	IS5 family transposase IS112
BPPMDLJL_00754	CDS	132				hypothetical protein
BPPMDLJL_00755	CDS	474				hypothetical protein
BPPMDLJL_00756	CDS	189				hypothetical protein
BPPMDLJL_00757	CDS	189				hypothetical protein
BPPMDLJL_00758	CDS	432				hypothetical protein
BPPMDLJL_00759	CDS	276				hypothetical protein
BPPMDLJL_00760	CDS	648				hypothetical protein
BPPMDLJL_00761	CDS	432				18 kDa heat shock protein
BPPMDLJL_00762	CDS	441				hypothetical protein
BPPMDLJL_00763	CDS	171				hypothetical protein
BPPMDLJL_00764	CDS	816				hypothetical protein
BPPMDLJL_00765	CDS	777	drrB_1			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
BPPMDLJL_00766	CDS	966	drrA_1	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
BPPMDLJL_00767	CDS	672				hypothetical protein
BPPMDLJL_00768	CDS	735				hypothetical protein
BPPMDLJL_00769	CDS	1266			COG1366	putative protein
BPPMDLJL_00770	CDS	924				hypothetical protein
BPPMDLJL_00771	CDS	648	sigE_2		COG1595	ECF RNA polymerase sigma factor SigE
BPPMDLJL_00772	CDS	618				hypothetical protein
BPPMDLJL_00773	CDS	1191				hypothetical protein
BPPMDLJL_00774	CDS	381				hypothetical protein
BPPMDLJL_00775	CDS	564				hypothetical protein
BPPMDLJL_00776	CDS	498				hypothetical protein
BPPMDLJL_00777	CDS	633	comR_1			HTH-type transcriptional repressor ComR
BPPMDLJL_00778	CDS	1005		1.3.1.103		2-haloacrylate reductase
BPPMDLJL_00779	CDS	618				hypothetical protein
BPPMDLJL_00780	CDS	975				hypothetical protein
BPPMDLJL_00781	CDS	402				hypothetical protein
BPPMDLJL_00782	CDS	195				hypothetical protein
BPPMDLJL_00783	CDS	522				hypothetical protein
BPPMDLJL_00784	CDS	192				hypothetical protein
BPPMDLJL_00785	CDS	519	gph_1	3.1.3.18		Phosphoglycolate phosphatase
BPPMDLJL_00786	CDS	906				hypothetical protein
BPPMDLJL_00787	CDS	987	lcdH_1	1.1.1.108	COG1250	L-carnitine dehydrogenase
BPPMDLJL_00788	CDS	783	caiD_1	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
BPPMDLJL_00789	CDS	1233	fldA	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
BPPMDLJL_00790	CDS	1227	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
BPPMDLJL_00791	CDS	387				hypothetical protein
BPPMDLJL_00792	CDS	246				hypothetical protein
BPPMDLJL_00793	CDS	888				hypothetical protein
BPPMDLJL_00794	CDS	726				hypothetical protein
BPPMDLJL_00795	CDS	243	rhaR_1			HTH-type transcriptional activator RhaR
BPPMDLJL_00796	CDS	156				hypothetical protein
BPPMDLJL_00797	CDS	951				hypothetical protein
BPPMDLJL_00798	CDS	759				hypothetical protein
BPPMDLJL_00799	CDS	996				hypothetical protein
BPPMDLJL_00800	CDS	537				hypothetical protein
BPPMDLJL_00801	CDS	264				hypothetical protein
BPPMDLJL_00802	CDS	954	syrM1			HTH-type transcriptional regulator SyrM 1
BPPMDLJL_00803	CDS	894	azoB_2	1.7.-.-		NAD(P)H azoreductase
BPPMDLJL_00804	CDS	366				hypothetical protein
BPPMDLJL_00805	CDS	633				hypothetical protein
BPPMDLJL_00806	CDS	1446				hypothetical protein
BPPMDLJL_00807	CDS	183				hypothetical protein
BPPMDLJL_00808	CDS	207	hdfR_1			HTH-type transcriptional regulator HdfR
BPPMDLJL_00809	CDS	690	hadL	3.8.1.2		(S)-2-haloacid dehalogenase
BPPMDLJL_00810	CDS	183				hypothetical protein
BPPMDLJL_00811	CDS	171				hypothetical protein
BPPMDLJL_00812	CDS	354				hypothetical protein
BPPMDLJL_00813	CDS	840	sigF_1		COG1191	RNA polymerase sigma factor SigF
BPPMDLJL_00814	CDS	195				hypothetical protein
BPPMDLJL_00815	CDS	996				hypothetical protein
BPPMDLJL_00816	CDS	117				hypothetical protein
BPPMDLJL_00817	CDS	402				hypothetical protein
BPPMDLJL_00818	CDS	630				hypothetical protein
BPPMDLJL_00819	CDS	1161				hypothetical protein
BPPMDLJL_00820	CDS	1134				hypothetical protein
BPPMDLJL_00821	CDS	1362				hypothetical protein
BPPMDLJL_00822	CDS	795				hypothetical protein
BPPMDLJL_00823	CDS	414				hypothetical protein
BPPMDLJL_00824	CDS	786				hypothetical protein
BPPMDLJL_00825	CDS	1089	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
BPPMDLJL_00826	CDS	390				hypothetical protein
BPPMDLJL_00827	CDS	192				hypothetical protein
BPPMDLJL_00828	CDS	654				hypothetical protein
BPPMDLJL_00829	CDS	483	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BPPMDLJL_00830	CDS	1971				hypothetical protein
BPPMDLJL_00831	CDS	1137				hypothetical protein
BPPMDLJL_00832	CDS	579				hypothetical protein
BPPMDLJL_00833	CDS	342				hypothetical protein
BPPMDLJL_00834	CDS	672	ftsP_1			Cell division protein FtsP
BPPMDLJL_00835	CDS	99				hypothetical protein
BPPMDLJL_00836	CDS	828				hypothetical protein
BPPMDLJL_00837	CDS	306				hypothetical protein
BPPMDLJL_00838	CDS	798				hypothetical protein
BPPMDLJL_00839	CDS	168				hypothetical protein
BPPMDLJL_00840	CDS	2064				hypothetical protein
BPPMDLJL_00841	CDS	390				hypothetical protein
BPPMDLJL_00842	CDS	426				hypothetical protein
BPPMDLJL_00843	CDS	366				hypothetical protein
